manufacturer_name,year_content,fleet,fuel_efficiency,volume,source,source_detail,source_url
VW,84,84OT,20.7,21174,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ALFA-ROMEO,85,85IP,27.7,2768,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
AMC,85,85OT2,23.5,5458,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
AMC,85,85OT4,20.2,183044,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
AMSC-RENAULT,85,85IP,33.8,141023,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ASTON MARTIN,85,85IP,10.5,51,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
BERTONE,85,85IP,29.8,1310,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
BITTER,85,85IP,20.6,81,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
BMW,85,85IP,26.4,86011,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
CHRYSLER,85,85DP,27.8,1136123,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
CHRYSLER,85,85OT,19.1,514222,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
CHRYSLER,85,85IP,36.2,87049,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
CHRYSLER,85,85IT2,28,47703,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
CHRYSLER,85,85IT4,24.6,13953,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FERRARI,85,85IP,14.3,913,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,85,85DP,26.6,2061015,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,85,85OT2,19.5,619973,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,85,85OT4,18.8,313183,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,85,85IP,25.2,13075,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,85,85IT,26,170,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,85,85DP,25.8,4538801,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,85,85OT2,20,950846,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,85,85OT4,19.9,416452,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,85,85IP,43.8,103033,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
HONDA,85,85IP,34.5,541872,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ISUZU,85,85IP,34.2,31939,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ISUZU,85,85OT2,32,27861,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ISUZU,85,85OT4,24,15325,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
JAGUAR,85,85IP,19.3,21461,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
LONDON COACH,85,85DP,23,18,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
LOTUS,85,85IP,18.2,90,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MASERATI,85,85IP,16.8,2001,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MAZDA,85,85IP,30.3,220517,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MERCEDES,85,85IP,23.6,92254,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MITSUBISHI,85,85IP,31.9,59759,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MITSUBISHI,85,85OT2,28.6,22994,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MITSUBISHI,85,85OT4,23.2,5420,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
NISSAN,85,85IP,30.1,525878,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
NISSAN,85,85OT2,26.8,141832,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
NISSAN,85,85OT4,23,50579,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
PEUGEOT,85,85IP,25.2,20847,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
PININFARINA,85,85IP,28,600,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
PORSCHE,85,85IP,26.3,20893,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ROLLS ROYCE,85,85IP,11.2,1128,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SAAB,85,85IP,26.4,39858,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SUBARU,85,85IP,32.6,109306,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SUBARU,85,85OT4,28.4,66624,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SUZUKI,85,85IP,58.7,7858,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SUZUKI,85,85OT4,28.8,5710,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
TOYOTA,85,85IP,33.5,570978,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
TOYOTA,85,85OT2,28,234223,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
TOYOTA,85,85OT4,23.9,124001,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
VOLVO,85,85IP,27.2,99752,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
VW,85,85IP,30.5,257431,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
VW,85,85OT,21.3,19099,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ALFA-ROMEO,86,86IP,27.9,5766,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
AMC,86,86OT2,22.9,32826,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
AMC,86,86OT4,19.8,182847,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
AMC,86,86IP,33.8,79688,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ASTON MARTIN,86,86IP,10.4,50,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
BERTONE,86,86IP,29.4,2096,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
BITTER,86,86IP,20.4,3,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
BMW,86,86IP,25.7,85053,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
CHRYSLER,86,86DP,27.8,918004,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
CHRYSLER,86,86OT,19.9,417244,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
CHRYSLER,86,86IP,36.8,135451,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
CHRYSLER,86,86IT,23.3,113554,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FERRARI,86,86IP,16.1,1052,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,86,86DP,27,2045464,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,86,86OT,20.3,1200239,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,86,86IP,24.3,13920,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,86,86IT,27.9,232,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,86,86DP,26.6,4463512,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,86,86OT2,20,880180,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,86,86OT4,18.6,328449,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,86,86IP,41.2,336585,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
HONDA,86,86IP,33.3,629534,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
HYUNDAI,86,86IP,35.1,127183,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ISUZU,86,86IP,35.5,45658,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ISUZU,86,86OT2,29.9,75403,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ISUZU,86,86OT4,23.1,76927,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
JAGUAR,86,86IP,19,22973,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
LAMBORGHINI,86,86IP,8.8,47,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MASERATI,86,86IP,16.4,1212,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MAZDA,86,86IP,29.7,227941,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MAZDA,86,86OT,27.7,178364,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MCEVOY,86,86IP,25,205,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MERCEDES,86,86IP,21.3,86020,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MITSUBISHI,86,86IP,31.5,68254,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MITSUBISHI,86,86OT2,28.7,25797,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MITSUBISHI,86,86OT4,22.9,8733,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
NISSAN,86,86IP,30.3,438411,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
NISSAN,86,86OT2,25.7,242362,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
NISSAN,86,86OT4,22.3,90296,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
PANTHER,86,86IP,27.4,85,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
PEUGEOT,86,86IP,24.8,13218,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
PORSCHE,86,86IP,25.4,27448,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
RENAULT,86,86IP,26.5,1910,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ROLLS ROYCE,86,86IP,11.1,1019,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SAAB,86,86IP,26.3,48300,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SUBARU,86,86IP,31.9,126732,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SUBARU,86,86OT4,28.2,85555,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SUN INTERN.,86,86IP,25.7,3,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SUZUKI,86,86IP,52.5,10971,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SUZUKI,86,86OT4,33.1,36804,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
TOYOTA,86,86IP,32.7,634684,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
TOYOTA,86,86OT2,27.4,271136,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
TOYOTA,86,86OT4,24.2,165784,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
VOLVO,86,86IP,26.8,115364,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
VW,86,86IP,29.8,267363,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
VW,86,86OT,19.1,10362,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
YUGO,86,86IP,32.1,35671,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ASTON MARTIN,87,87IP,11,64,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
BERTONE,87,87IP,29.5,1482,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
BMW,87,87IP,24.9,93168,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
CHRYSLER,87,87DP,27.5,1180974,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
CHRYSLER,87,87OT,21,786449,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
CHRYSLER,87,87IP,33.4,156407,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
CHRYSLER,87,87IT,22.3,137374,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
CX-AUTOMOTIVE,87,87IP,21.9,85,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FIAT,87,87IP,24.1,9975,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,87,87DP,26.9,1884477,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,87,87OT,20.5,1038539,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,87,87IP,24.2,7494,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,87,87IT,26.3,69,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
